id,group,self_1_ku
101,1,1.4322795958829484
102,1,1.3679058990958266
103,1,1.4150242180565564
104,1,1.0286009444081896
105,1,1.6994473481415735
106,1,1.8477423955558376
107,1,0.8541457166754172
108,1,0.928461450053481
109,1,2.9762288928440683
112,1,1.168504496904912
113,1,0.6499107428035121
114,1,1.739931625647437
115,1,1.1164464394062121
116,1,1.2611470119135568
117,1,0.8348473837230045
119,1,1.6995043919256576
120,1,2.453226493091423
121,1,1.3124146217077528
122,1,2.0806587549765236
123,1,1.6912951347942433
124,1,1.018684543984782
125,1,1.1255494417381278
126,1,1.3537508424733276
127,1,1.1655081386931638
128,1,1.7450588897999926
129,1,0.9917927506800956
130,1,2.4593473705231665
131,1,1.631113556486306
132,1,1.1009505670818176
133,1,1.2723134392463133
134,1,2.402880974219876
135,1,0.7211392354004477
136,1,1.0086275747286217
137,1,1.3210239740610146
138,1,0.8695211827575792
139,1,0.9320056139316846
140,1,0.9004557645592347
141,1,1.7061760734386267
142,1,1.00018005077685
143,1,0.865377810295874
144,1,1.2284560050614457
145,1,1.0570682339635413
146,1,0.9403605377801328
147,1,1.0727352312604486
148,1,0.7010130646122723
149,1,1.2658038117211117
150,1,1.207489828977109
151,1,1.626358026543424
152,1,2.5114394958367368
153,1,1.2750461157268433
154,1,1.1205170787518317
155,1,1.03996932613201
156,1,1.4271168442855133
157,1,1.155844824737306
159,1,1.2982509990790707
160,1,1.7358457148501947
161,1,2.280571919240353
162,1,0.8982648546307618
163,1,1.3338691621447731
164,1,1.875663208405583
165,1,3.412502272119388
166,1,0.7419343824519568
167,1,1.5628305841312184
168,1,0.7717787247413819
169,1,1.1544352247592344
170,1,0.8682944869184673
171,1,1.3225376866704743
172,1,0.8926165299560794
173,1,1.3746924530995772
174,1,1.230510243734731
175,1,1.7026716060636378
176,1,1.1583785228164407
177,1,1.0178843957519563
178,1,0.7828519320729492
179,1,1.1491721213104313
180,1,2.7708782292492464
201,2,2.489511157340296
202,2,0.9927122522363901
203,2,1.048852400171698
204,2,1.516654255946164
205,2,1.4645471122896048
206,2,1.444945928063569
207,2,1.4784444596334718
208,2,1.5486959668413978
209,2,1.0529297984452162
210,2,1.4064953433614147
211,2,1.590187858993776
212,2,1.5026214116079604
213,2,1.5196746836047115
214,2,1.7337502773485394
215,2,1.8981433429080503
216,2,1.4374174234203922
217,2,1.2228580087599024
218,2,1.2551477763606613
219,2,2.0110969049061156
221,2,1.6207952558006322
222,2,0.8717481173038615
223,2,0.920642565017507
224,2,2.00429031459309
225,2,1.223141492969013
226,2,0.9718424049456248
227,2,1.7388503693370643
228,2,1.161029883823266
229,2,1.3394477849460174
230,2,1.5984114219996501
231,2,1.5001222544846704
232,2,0.6901535137934381
233,2,0.9389101446251683
234,2,0.58133786960164
235,2,1.571583533903057
236,2,1.81701127559194
237,2,1.9642699374062484
238,2,1.8155724090142902
239,2,1.7392241333973741
240,2,1.2016992211798152
241,2,1.053564920968651
242,2,1.5177864320100969
243,2,1.0872735399748317
244,2,1.1493453159256317
245,2,1.0173273113477004
246,2,1.6953494941672689
247,2,2.116768671544079
248,2,0.8443577004585272
249,2,2.5898040467600354
250,2,2.261482265078623
251,2,0.832649859550862
252,2,1.4067563896425788
253,2,1.4296398904627032
254,2,1.553156587359013
255,2,1.183902377859649
256,2,2.322103358364193
257,2,1.3855212763269953
258,2,0.9476319336483928
259,2,0.9533900458164791
260,2,3.9272669464246803
262,2,1.3012920048210057
263,2,2.125751641432437
264,2,1.3251364935150778
265,2,1.3551181050093841
266,2,0.9750253330968024
267,2,1.5080280945898676
268,2,1.5878062300809601
269,2,1.3725007898643684
270,2,2.0924737984386583
271,2,1.415549495287221
272,2,2.544326633310058
274,2,1.0921215921238487
275,2,1.3121416856009918
276,2,1.4890140128354732
277,2,0.6560002651789197
278,2,0.9264440264323375
279,2,1.124240082587419
280,2,0.7633910701881328
299,2,2.1695102337569603
